01/17/2015,15,25.41,21,-8,15898
01/17/2015,16,50.32,21,-5,16025
01/17/2015,17,56.09,22,-5,16857
01/17/2015,18,61.37,20,-3,18122
01/17/2015,19,58.11,20,-2,18049
01/17/2015,20,60.03,20,0,17574
01/17/2015,21,58.71,19,2,17054
01/17/2015,22,55.72,20,4,16282
01/17/2015,23,51.49,20,6,15290
01/17/2015,24,45.91,20,8,14289
01/18/2015,1,51.26,20,9,13515
01/18/2015,2,37.39,21,12,13023
01/18/2015,3,38.39,21,14,12703
01/18/2015,4,41.27,23,15,12554
01/18/2015,5,40.13,23,17,12565
01/18/2015,6,40.38,23,17,12806
01/18/2015,7,44.06,24,19,13277
01/18/2015,8,44.62,25,20,13843
01/18/2015,9,40.82,27,23,14658
01/18/2015,10,20.32,30,25,15353
01/18/2015,11,44.58,32,28,15769
01/18/2015,12,53.49,34,31,15977
01/18/2015,13,52.89,37,34,15990
01/18/2015,14,50.98,39,36,15921
01/18/2015,15,52.18,39,36,15863
01/18/2015,16,52.11,40,37,15904
01/18/2015,17,49.33,41,38,16479
01/18/2015,18,58.56,40,38,17072
01/18/2015,19,42.01,41,38,16675
01/18/2015,20,6.63,44,41,15929
01/18/2015,21,3.76,44,41,15308
01/18/2015,22,0.09,42,39,14502
01/18/2015,23,9.8,42,40,13585
01/18/2015,24,15.65,41,39,12511
01/19/2015,1,5.3,40,38,11740
01/19/2015,2,27.98,40,37,11321
01/19/2015,3,32.79,38,36,11140
01/19/2015,4,29.77,37,34,11194
01/19/2015,5,-41.61,37,33,11509
01/19/2015,6,-71.99,36,32,12388
01/19/2015,7,35.28,35,32,13680
01/19/2015,8,28.45,36,31,14651
01/19/2015,9,0.02,35,31,15294
01/19/2015,10,5.65,38,31,15720
01/19/2015,11,43.47,39,30,16054
01/19/2015,12,41.85,39,29,16174
01/19/2015,13,38.54,40,29,16112
01/19/2015,14,36.03,40,27,16028
01/19/2015,15,38.62,40,26,15943
01/19/2015,16,38.16,39,26,16071
01/19/2015,17,43.44,38,25,16794
01/19/2015,18,59.49,36,25,18025
01/19/2015,19,58.53,35,24,17933
01/19/2015,20,49.11,35,23,17443
01/19/2015,21,39.42,34,22,16746
01/19/2015,22,23.02,32,21,15639
01/19/2015,23,6.36,32,21,14306
01/19/2015,24,-36.17,32,20,13149
01/20/2015,1,0.01,31,20,12454
01/20/2015,2,3.4,31,19,12065
01/20/2015,3,-93.31,31,18,11892
01/20/2015,4,-74.11,30,17,11918
01/20/2015,5,-67.16,30,17,12313
01/20/2015,6,2.15,29,17,13466
01/20/2015,7,45.21,29,16,15457
01/20/2015,8,46.24,28,15,16477
01/20/2015,9,30.21,28,15,16467
01/20/2015,10,16.81,28,15,16363
01/20/2015,11,26.42,30,15,16255
01/20/2015,12,34.62,31,14,16088
01/20/2015,13,38.14,33,13,15915
01/20/2015,14,32.76,34,13,15836
01/20/2015,15,22.34,35,11,15813
01/20/2015,16,7.6,34,11,15999
01/20/2015,17,33.55,34,10,16864
01/20/2015,18,49.15,31,9,18261
01/20/2015,19,59.28,30,9,18339
01/20/2015,20,56.39,30,9,17917
01/20/2015,21,45.22,28,8,17294
01/20/2015,22,22.78,27,6,16174
01/20/2015,23,20.27,25,6,14833
01/20/2015,24,28.78,24,7,13644
01/21/2015,1,50.25,23,7,12944
01/21/2015,2,38.56,23,7,12590
01/21/2015,3,38.02,22,6,12449
01/21/2015,4,38.01,21,6,12513
01/21/2015,5,39.34,19,6,12954
01/21/2015,6,56.54,19,6,14161
01/21/2015,7,61.06,17,6,16230
01/21/2015,8,70.12,17,5,17295
01/21/2015,9,57.99,18,5,17197
01/21/2015,10,32.33,22,4,16967
01/21/2015,11,45.21,25,5,16836
01/21/2015,12,57.72,27,5,16731
01/21/2015,13,56.98,28,6,16569
01/21/2015,14,42.18,29,7,16436
